Timestamp,Price
2022-01-03 01:00:00,47082.18279916154
1,47051.07939380439
2,47022.20546189848
3,46992.58162331385
4,46990.67628848127
5,47020.023618202584
6,47012.58401420211
7,47033.58119245852
8,47029.04321772882
9,46969.10533011074
10,46989.4100658127
11,47004.985570448334
12,47042.50605917089
13,47090.032063093444
14,47039.560281866026
15,47091.44974692474
16,47122.99404611483
17,47090.865382560005
18,47070.64325019331
19,47043.714123221675
20,47045.25546732854
21,47182.73703003066
22,47249.22158718876
23,47431.10340667915
24,47208.34269414599
25,47373.892952457405
26,47146.54050139252
27,47234.37267460924
28,47409.991707471294
29,47222.842109720026
30,47154.47761842501
31,47098.712488404446
32,47035.31210838783
33,47029.501422582085
34,47133.00393609156
35,47144.99359918581
36,47302.97930978707
37,47199.77875345919
38,47233.49839662131
39,47474.97679784229
40,47402.13857224111
41,47544.85221672612
42,47482.27137009882
43,47447.35848590395
44,47512.235783195785
45,47490.84572227589
46,47517.518025590754
47,47418.83823075562
48,47404.10606171619
49,47594.782909439724
50,47694.86315370661
51,47634.85578198835
52,47608.987522309646
53,47566.72935509177
54,47591.19022728184
55,47459.44027648085
56,47485.00659818729
57,47623.037476853686
58,47911.188105377165
59,47317.68364717699
60,47556.822755852736
61,47480.90723747342
62,47418.198918052214
63,47656.24569866756
64,48005.839370625195
65,47592.96197816878
66,47959.06618464494
67,47465.7222658881
68,47716.94926111099
69,47858.996726147874
70,47712.31378718344
71,47999.751375265645
72,48063.375425239465
73,48025.3909211857
74,48005.034371888156
75,48078.21441608636
76,48513.01434333958
77,47968.2639111417
78,48143.02811340475
79,48522.440088183655
80,48402.81170427142
81,47789.91313452607
82,47911.034064819585
83,48021.8148362968
84,48139.90488743199
85,48207.50311013138
86,48071.306869971566
87,48492.68081845984
88,48354.51429376078
89,48429.69271158894
90,48724.241157487166
91,48470.11724852271
92,48222.547363317855
93,48586.143638529094
94,48852.712461465904
95,48594.459671973476
96,48635.54579080124
97,48798.22685740006
98,48545.3276571283
99,48487.528802853434
100,48764.65956784751
101,48377.7217981701
102,48645.61971369726
103,48579.343862443144
104,48863.45676457641
105,48506.64415565195
106,48887.52126706883
107,48612.78448006528
108,48589.34278102454
109,48877.01421017645
110,48587.01721735847
111,48812.887581282564
112,49155.84015729609
113,49099.20200943057
114,48778.64430456644
115,49115.13650644247
116,49061.04831758762
117,49191.834479899444
118,49713.179443103334
119,49181.16436269226
120,48945.1857220246
121,48914.167739581775
122,49492.720064482106
123,48923.70065835791
124,49011.95181407577
125,48905.615853359945
126,49364.90971729371
127,49531.24237471703
128,49440.55031159029
129,49046.910550859844
130,49340.00490219793
131,48956.04028847768
132,48981.45219797463
133,49611.27311229387
134,49654.910442911874
135,49552.11148594191
136,49158.44086581361
137,49344.87702101031
138,49513.4826679933
139,49438.320969842374
140,49165.96962437833
141,49244.31640676855
142,49900.67431860068
143,50563.0906550523
144,49913.68711580663
145,49774.79764499535
146,49888.127006238064
147,49938.65014765972
148,49628.451261135255
149,49333.94127997081
150,49406.205924754
151,49690.55869113628
152,49294.69703789137
153,48977.35632268259
154,50187.557314646016
155,49255.016445749716
156,49190.975204039525
157,49464.02377132699
158,49926.46292723584
159,49223.20010293823
160,49746.74430281444
161,49810.679586604776
162,50509.78752791343
163,49562.32588135724
164,49965.87130571601
165,50652.51622802585
166,49850.99212184175
167,49787.055032017444
