Unix Timestamp,Date,Close,Volume
1634371200000,2021-10-16 08:00:00,61542.76,45.8639175599
1634374800000,2021-10-16 09:00:00,61420.44,43.9042998715
1634378400000,2021-10-16 10:00:00,61520.59,32.815594294
1634382000000,2021-10-16 11:00:00,61622.48,35.4600926723
1634385600000,2021-10-16 12:00:00,60709.69,87.8274553368
1634389200000,2021-10-16 13:00:00,61021.97,45.732174464
1634392800000,2021-10-16 14:00:00,60943.89,44.7107134706
1634396400000,2021-10-16 15:00:00,60951.72,32.9512754209
1634400000000,2021-10-16 16:00:00,60652.57,17.1538649006
1634403600000,2021-10-16 17:00:00,60583.36,54.2196049525
1634407200000,2021-10-16 18:00:00,61026.08,76.7188274387
1634410800000,2021-10-16 19:00:00,60856.39,40.0426733761
1634414400000,2021-10-16 20:00:00,60979.15,36.1882818942
1634418000000,2021-10-16 21:00:00,60690.92,34.2346041686
1634421600000,2021-10-16 22:00:00,60813.77,9.6905077638
1634425200000,2021-10-16 23:00:00,60864.75,9.485492553
1634428800000,2021-10-17 00:00:00,60944.38,22.3203848147
1634432400000,2021-10-17 01:00:00,61097.83,16.4553353835
1634436000000,2021-10-17 02:00:00,61101.95,29.785615888
1634439600000,2021-10-17 03:00:00,61144.42,19.9647710342
1634443200000,2021-10-17 04:00:00,60915.46,19.3292148232
1634446800000,2021-10-17 05:00:00,60648.14,7.5179029047
1634450400000,2021-10-17 06:00:00,60691.25,10.7403465245
1634454000000,2021-10-17 07:00:00,60341.39,25.2820697416
1634457600000,2021-10-17 08:00:00,60687.06,11.5901520719
1634461200000,2021-10-17 09:00:00,61195.79,18.5243260972
1634464800000,2021-10-17 10:00:00,61155,10.1108512809
1634468400000,2021-10-17 11:00:00,60956.89,7.9092796213
1634472000000,2021-10-17 12:00:00,60855.47,16.1139374849
1634475600000,2021-10-17 13:00:00,61004.47,30.8460160427
1634479200000,2021-10-17 14:00:00,61056.31,17.4738426469
1634482800000,2021-10-17 15:00:00,60759.03,25.4404450122
1634486400000,2021-10-17 16:00:00,60971.81,17.3341221185
1634490000000,2021-10-17 17:00:00,61032.53,12.1172434353
1634493600000,2021-10-17 18:00:00,60983.6,6.9147658112
1634497200000,2021-10-17 19:00:00,60525.27,22.0376479001
1634500800000,2021-10-17 20:00:00,59419.77,257.9954186891
1634504400000,2021-10-17 21:00:00,60609.17,51.1576993737
1634508000000,2021-10-17 22:00:00,61307.18,91.1439394047
1634511600000,2021-10-17 23:00:00,61536.09,58.1916853683
1634515200000,2021-10-18 00:00:00,62436.92,59.2679014778
1634518800000,2021-10-18 01:00:00,62089.61,99.1588941686
1634522400000,2021-10-18 02:00:00,62120.28,33.012591333
1634526000000,2021-10-18 03:00:00,62100,20.2996451353
1634529600000,2021-10-18 04:00:00,62366.84,16.5485359808
1634533200000,2021-10-18 05:00:00,62353.51,12.6836752272
1634536800000,2021-10-18 06:00:00,62242,17.6716200705
1634540400000,2021-10-18 07:00:00,61881.13,69.7831320239
1634544000000,2021-10-18 08:00:00,61781.76,72.8996025364
1634547600000,2021-10-18 09:00:00,61199.79,74.635693695
1634551200000,2021-10-18 10:00:00,61308.8,54.7320844018
1634554800000,2021-10-18 11:00:00,60880.63,39.0983683352
1634558400000,2021-10-18 12:00:00,60626.85,96.696362722
1634562000000,2021-10-18 13:00:00,61857.64,336.9813300752
1634565600000,2021-10-18 14:00:00,62129.44,135.2342808725
1634569200000,2021-10-18 15:00:00,62021.65,276.8405224821
1634572800000,2021-10-18 16:00:00,61849,284.3276216035
1634576400000,2021-10-18 17:00:00,61754.66,158.6305955362
1634580000000,2021-10-18 18:00:00,61847.2,164.5320745502
1634583600000,2021-10-18 19:00:00,61446.83,250.054893733
1634587200000,2021-10-18 20:00:00,61380.84,114.3928625549
1634590800000,2021-10-18 21:00:00,61803.02,75.2885508844
1634594400000,2021-10-18 22:00:00,62078.14,97.7603301062
1634598000000,2021-10-18 23:00:00,62080.22,71.2276253236
1634601600000,2021-10-19 00:00:00,61869.93,34.770138041
1634605200000,2021-10-19 01:00:00,61772.48,32.7736071033
1634608800000,2021-10-19 02:00:00,61763,21.6812362663
1634612400000,2021-10-19 03:00:00,62600,122.2899079172
1634616000000,2021-10-19 04:00:00,62428.05,31.6107991884
1634619600000,2021-10-19 05:00:00,62478.6,17.4529836851
1634623200000,2021-10-19 06:00:00,62174.63,14.8802097926
1634626800000,2021-10-19 07:00:00,62304.5,18.2074067144
1634630400000,2021-10-19 08:00:00,62517.02,33.6039033747
1634634000000,2021-10-19 09:00:00,62136.31,13.869891841
1634637600000,2021-10-19 10:00:00,62265.73,31.1209151449
1634641200000,2021-10-19 11:00:00,62157.21,29.8699567568
1634644800000,2021-10-19 12:00:00,62233.3,42.635258739
1634648400000,2021-10-19 13:00:00,62607.74,273.6965059106
1634652000000,2021-10-19 14:00:00,62525.15,198.9347672695
1634655600000,2021-10-19 15:00:00,62408.74,93.0346683954
1634659200000,2021-10-19 16:00:00,63188.49,99.9583386463
1634662800000,2021-10-19 17:00:00,63417.41,186.9648256431
1634666400000,2021-10-19 18:00:00,63450.48,117.2305545624
1634670000000,2021-10-19 19:00:00,64202.81,144.1169489894
1634673600000,2021-10-19 20:00:00,64096.73,142.4112145435
1634677200000,2021-10-19 21:00:00,64096,94.4657394465
1634680800000,2021-10-19 22:00:00,64143.47,67.7997181016
1634684400000,2021-10-19 23:00:00,64291.8,123.6366364598
1634688000000,2021-10-20 00:00:00,64081.34,43.20248871
1634691600000,2021-10-20 01:00:00,63841.07,48.6469403367
1634695200000,2021-10-20 02:00:00,63813.02,24.649969779
1634698800000,2021-10-20 03:00:00,63870.2,22.1466660357
1634702400000,2021-10-20 04:00:00,64060.23,19.9739387935
1634706000000,2021-10-20 05:00:00,63788.3,21.9686162618
1634709600000,2021-10-20 06:00:00,63830.76,55.747752306
1634713200000,2021-10-20 07:00:00,64009.77,17.405294329
1634716800000,2021-10-20 08:00:00,64055.52,20.5547709766
1634720400000,2021-10-20 09:00:00,64017.96,21.7700584568
1634724000000,2021-10-20 10:00:00,63872.05,28.6863040675
1634727600000,2021-10-20 11:00:00,63816.19,17.4823103577
1634731200000,2021-10-20 12:00:00,64399.02,68.9785316009
1634734800000,2021-10-20 13:00:00,66068.25,919.4065667768
1634738400000,2021-10-20 14:00:00,66697.48,283.7280938282
1634742000000,2021-10-20 15:00:00,66892.38,188.1733506499
1634745600000,2021-10-20 16:00:00,66492.62,179.6188228474
1634749200000,2021-10-20 17:00:00,66382.35,122.9832321246
1634752800000,2021-10-20 18:00:00,66697.59,91.2209701591
1634756400000,2021-10-20 19:00:00,66407.08,147.618083436
1634760000000,2021-10-20 20:00:00,65986,98.5187627039
1634763600000,2021-10-20 21:00:00,65826.67,42.8802562444
1634767200000,2021-10-20 22:00:00,65911.45,38.6340636628
1634770800000,2021-10-20 23:00:00,66039.76,45.4863158126
1634774400000,2021-10-21 00:00:00,65625.25,56.188161357
1634778000000,2021-10-21 01:00:00,64983.18,124.5998532526
1634781600000,2021-10-21 02:00:00,64960.93,166.4275489935
1634785200000,2021-10-21 03:00:00,65077.99,57.4613744436
1634788800000,2021-10-21 04:00:00,65071.59,28.2836165425
1634792400000,2021-10-21 05:00:00,64851.76,40.3549399739
1634796000000,2021-10-21 06:00:00,64676.84,67.4544479615
1634799600000,2021-10-21 07:00:00,65116.8,43.5719663817
1634803200000,2021-10-21 08:00:00,65903.87,88.9997016439
1634806800000,2021-10-21 09:00:00,66197.8,66.5652907151
1634810400000,2021-10-21 10:00:00,65626.12,33.7473526623
1634814000000,2021-10-21 11:00:00,64798.62,560.4700500065
1634817600000,2021-10-21 12:00:00,65067.38,174.0825191875
1634821200000,2021-10-21 13:00:00,64780.59,81.5477703483
1634824800000,2021-10-21 14:00:00,63648.2,290.1691934647
1634828400000,2021-10-21 15:00:00,62998.52,296.6005438045
1634832000000,2021-10-21 16:00:00,62823.6,155.5913372073
1634835600000,2021-10-21 17:00:00,62486.5,183.7452796874
1634839200000,2021-10-21 18:00:00,62742.66,135.8586799012
1634842800000,2021-10-21 19:00:00,62850.01,165.2439233964
1634846400000,2021-10-21 20:00:00,62676.95,65.6014075312
1634850000000,2021-10-21 21:00:00,62768.05,49.6327433344
1634853600000,2021-10-21 22:00:00,62459.25,23.642032103
1634857200000,2021-10-21 23:00:00,62218.56,48.7857414525
1634860800000,2021-10-22 00:00:00,62812.7,129.2494008533
1634864400000,2021-10-22 01:00:00,62606.79,56.6445046398
1634868000000,2021-10-22 02:00:00,62846.02,38.5608796393
1634871600000,2021-10-22 03:00:00,63243.4,84.3314159848
1634875200000,2021-10-22 04:00:00,63077.97,25.3560175282
1634878800000,2021-10-22 05:00:00,63038.05,26.8818299216
1634882400000,2021-10-22 06:00:00,62733,12.4472749983
1634886000000,2021-10-22 07:00:00,63424.17,208.0005088542
1634889600000,2021-10-22 08:00:00,63573.57,26.2497731212
1634893200000,2021-10-22 09:00:00,63316.03,24.0989899132
1634896800000,2021-10-22 10:00:00,63207.13,4.9969206957
1634900400000,2021-10-22 11:00:00,63399.15,34.1415842304
1634904000000,2021-10-22 12:00:00,63653.19,51.472770133
1634907600000,2021-10-22 13:00:00,62396.37,124.3630929695
1634911200000,2021-10-22 14:00:00,61547.05,269.8856016135
1634914800000,2021-10-22 15:00:00,60662.5,170.6007421221
1634918400000,2021-10-22 16:00:00,61179.98,171.8272084013
1634922000000,2021-10-22 17:00:00,60558.18,150.7512003109
1634925600000,2021-10-22 18:00:00,60619.72,57.5330921275
1634929200000,2021-10-22 19:00:00,61022.61,77.4497071488
1634932800000,2021-10-22 20:00:00,60706.46,45.0231153107
1634936400000,2021-10-22 21:00:00,60401.24,30.7895390799
1634940000000,2021-10-22 22:00:00,60628.97,24.1321585833
1634943600000,2021-10-22 23:00:00,60695.95,28.2559913848
1634947200000,2021-10-23 00:00:00,61157.16,33.9749348472
1634950800000,2021-10-23 01:00:00,61041.78,27.1772316762
1634954400000,2021-10-23 02:00:00,61129.35,18.7224428804
1634958000000,2021-10-23 03:00:00,61234.9,8.8535631903
1634961600000,2021-10-23 04:00:00,61166.09,20.1854912685
1634965200000,2021-10-23 05:00:00,60980.65,13.3108353339
1634968800000,2021-10-23 06:00:00,61030.51,5.6387037505
1634972400000,2021-10-23 07:00:00,60870.76,12.1773481152
1634976000000,2021-10-23 08:00:00,61072.6,4.0675977028
1634979600000,2021-10-23 09:00:00,60673.48,18.0587482254
1634983200000,2021-10-23 10:00:00,60126.74,11.179417165
1634986800000,2021-10-23 11:00:00,61541.94,93.0508959242
1634990400000,2021-10-23 12:00:00,61538.65,31.0459755421
1634994000000,2021-10-23 13:00:00,61340.97,33.3081287241
1634997600000,2021-10-23 14:00:00,61043.95,49.3255694305
1635001200000,2021-10-23 15:00:00,61430.72,25.9595993458
1635004800000,2021-10-23 16:00:00,61152,28.4210606358
1635008400000,2021-10-23 17:00:00,61242.66,27.6311725041
1635012000000,2021-10-23 18:00:00,61306.82,11.5808258833
1635015600000,2021-10-23 19:00:00,61028.85,13.4860382914
1635019200000,2021-10-23 20:00:00,61121.22,28.0425975422
1635022800000,2021-10-23 21:00:00,61036.2,9.8227967088
1635026400000,2021-10-23 22:00:00,61036.45,31.6948663048
1635030000000,2021-10-23 23:00:00,61330.55,11.3742889487
1635033600000,2021-10-24 00:00:00,61116.3,11.9864611517
1635037200000,2021-10-24 01:00:00,61011.81,9.0811995509
1635040800000,2021-10-24 02:00:00,61197.65,16.8026157945
1635044400000,2021-10-24 03:00:00,61226,26.4521154377
1635048000000,2021-10-24 04:00:00,61000.4,9.1598543548
1635051600000,2021-10-24 05:00:00,60914.97,6.346692451
1635055200000,2021-10-24 06:00:00,60703.76,8.1361161514
1635058800000,2021-10-24 07:00:00,60704.6,12.6946619101
1635062400000,2021-10-24 08:00:00,60531.83,8.449283697
1635066000000,2021-10-24 09:00:00,60807.4,14.9222106496
1635069600000,2021-10-24 10:00:00,60962.3,2.1885129648
1635073200000,2021-10-24 11:00:00,60297.88,20.5203430534
1635076800000,2021-10-24 12:00:00,60398.2,113.5723831214
1635080400000,2021-10-24 13:00:00,60538.17,21.2186731124
1635084000000,2021-10-24 14:00:00,60099.03,24.7221971676
1635087600000,2021-10-24 15:00:00,59878.81,107.3744869958
1635091200000,2021-10-24 16:00:00,60338.57,53.2450033471
1635094800000,2021-10-24 17:00:00,60320.16,37.2207130616
1635098400000,2021-10-24 18:00:00,60100.36,83.5778212659
1635102000000,2021-10-24 19:00:00,60677.73,37.0658641424
1635105600000,2021-10-24 20:00:00,61140.63,71.0863603578
1635109200000,2021-10-24 21:00:00,60985.23,57.107386934
1635112800000,2021-10-24 22:00:00,60911.92,16.4942706807
1635116400000,2021-10-24 23:00:00,60854.05,19.3440259377
1635120000000,2021-10-25 00:00:00,61801.04,64.2099419326
1635123600000,2021-10-25 01:00:00,61746.09,22.4715511171
1635127200000,2021-10-25 02:00:00,61926.7,12.6275833277
1635130800000,2021-10-25 03:00:00,62091.93,24.94404198
1635134400000,2021-10-25 04:00:00,62063.24,9.9073684217
1635138000000,2021-10-25 05:00:00,61858.77,12.8704763528
1635141600000,2021-10-25 06:00:00,62023.55,10.4873892058
1635145200000,2021-10-25 07:00:00,62658.47,33.2824160409
1635148800000,2021-10-25 08:00:00,62725.68,20.7785414956
1635152400000,2021-10-25 09:00:00,62743.52,15.5806724247
1635156000000,2021-10-25 10:00:00,62779.34,12.0289796684
1635159600000,2021-10-25 11:00:00,62771.5,70.3814259188
1635163200000,2021-10-25 12:00:00,62738.81,31.4864984067
1635166800000,2021-10-25 13:00:00,63252.46,144.5041372862
1635170400000,2021-10-25 14:00:00,63333.09,175.137146825
1635174000000,2021-10-25 15:00:00,63611.1,184.6287301262
1635177600000,2021-10-25 16:00:00,63620,81.4248429526
1635181200000,2021-10-25 17:00:00,63056.71,149.7450656749
1635184800000,2021-10-25 18:00:00,63124,161.7660726404
1635188400000,2021-10-25 19:00:00,62688.04,64.4677021201
1635192000000,2021-10-25 20:00:00,62539.12,45.320887981
1635195600000,2021-10-25 21:00:00,62821,89.2782446242
1635199200000,2021-10-25 22:00:00,63022.04,30.9945512081
1635202800000,2021-10-25 23:00:00,63084.81,15.3647906642
1635206400000,2021-10-26 00:00:00,63090.08,23.2181966498
1635210000000,2021-10-26 01:00:00,62706.12,29.1578305774
1635213600000,2021-10-26 02:00:00,62742.21,28.7692293681
1635217200000,2021-10-26 03:00:00,62765.47,36.5076895827
1635220800000,2021-10-26 04:00:00,62479.4,45.9783534917
1635224400000,2021-10-26 05:00:00,62398.57,12.2989390394
1635228000000,2021-10-26 06:00:00,62381.63,13.8249512075
1635231600000,2021-10-26 07:00:00,62452.77,5.0751209867
1635235200000,2021-10-26 08:00:00,62833,35.3926462473
1635238800000,2021-10-26 09:00:00,62664.17,34.761741257
1635242400000,2021-10-26 10:00:00,62999.5,15.5636466029
1635246000000,2021-10-26 11:00:00,62764.07,14.3145193922
1635249600000,2021-10-26 12:00:00,62507.57,15.6379675996
1635253200000,2021-10-26 13:00:00,62198.07,52.996588235
1635256800000,2021-10-26 14:00:00,61933.05,73.7673982672
1635260400000,2021-10-26 15:00:00,62524.63,91.175494114
1635264000000,2021-10-26 16:00:00,62059.13,83.2411404187
1635267600000,2021-10-26 17:00:00,62478.35,32.4104780934
1635271200000,2021-10-26 18:00:00,62326.24,45.4078545011
1635274800000,2021-10-26 19:00:00,61976.81,73.6523262676
1635278400000,2021-10-26 20:00:00,62089.64,74.089862922
1635282000000,2021-10-26 21:00:00,60854.12,92.7836950866
1635285600000,2021-10-26 22:00:00,60260,267.3359629044
1635289200000,2021-10-26 23:00:00,60300.4,58.6325671694
1635292800000,2021-10-27 00:00:00,60688.45,30.1656478272
1635296400000,2021-10-27 01:00:00,60541.48,45.0490744568
1635300000000,2021-10-27 02:00:00,60438.91,47.2113472902
1635303600000,2021-10-27 03:00:00,60728,17.9458759723
1635307200000,2021-10-27 04:00:00,61189.6,84.3210801521
1635310800000,2021-10-27 05:00:00,60955.01,20.8401220813
1635314400000,2021-10-27 06:00:00,60721.71,19.7999038576
1635318000000,2021-10-27 07:00:00,59969.72,28.5611055132
1635321600000,2021-10-27 08:00:00,59232.7,470.6636994308
1635325200000,2021-10-27 09:00:00,58957.14,37.8143855869
1635328800000,2021-10-27 10:00:00,58966.83,85.4451073879
1635332400000,2021-10-27 11:00:00,58609.35,29.8267169141
1635336000000,2021-10-27 12:00:00,59060.77,83.394534395
1635339600000,2021-10-27 13:00:00,59077.37,64.6060056713
1635343200000,2021-10-27 14:00:00,59209.58,100.775444191
1635346800000,2021-10-27 15:00:00,58856.7,73.0877925131
1635350400000,2021-10-27 16:00:00,58916.13,86.3257633288
1635354000000,2021-10-27 17:00:00,58946.46,53.7251267257
1635357600000,2021-10-27 18:00:00,58774.8,47.1935642637
1635361200000,2021-10-27 19:00:00,59117.02,172.3985338657
1635364800000,2021-10-27 20:00:00,58926.3,93.8424633269
1635368400000,2021-10-27 21:00:00,58831.43,103.0184543546
1635372000000,2021-10-27 22:00:00,58797.11,40.1662468018
1635375600000,2021-10-27 23:00:00,58473.61,37.4635881411
1635379200000,2021-10-28 00:00:00,58321.99,36.604772043
1635382800000,2021-10-28 01:00:00,58962.13,21.5456415109
1635386400000,2021-10-28 02:00:00,58951.46,38.021547441
1635390000000,2021-10-28 03:00:00,58884.7,34.9973345296
1635393600000,2021-10-28 04:00:00,58835.32,23.1709036705
1635397200000,2021-10-28 05:00:00,59079.09,22.1935646228
1635400800000,2021-10-28 06:00:00,59064.11,58.2305215393
1635404400000,2021-10-28 07:00:00,59016.2,12.8277749602
1635408000000,2021-10-28 08:00:00,60555.8,62.0824900312
1635411600000,2021-10-28 09:00:00,61065.59,76.8936946772
1635415200000,2021-10-28 10:00:00,61065.53,33.7267634018
1635418800000,2021-10-28 11:00:00,61001.36,34.7530441032
1635422400000,2021-10-28 12:00:00,61150.61,55.2131937082
1635426000000,2021-10-28 13:00:00,61607.27,96.5861771176
1635429600000,2021-10-28 14:00:00,61567.37,40.2328631335
1635433200000,2021-10-28 15:00:00,61184.04,74.8112573876
1635436800000,2021-10-28 16:00:00,61193.48,30.6813391791
1635440400000,2021-10-28 17:00:00,61149.42,82.1512247868
1635444000000,2021-10-28 18:00:00,60164.67,1034.5119007871
1635447600000,2021-10-28 19:00:00,61315.7,109.8815456035
1635451200000,2021-10-28 20:00:00,61409.73,250.3148175602
1635454800000,2021-10-28 21:00:00,60722.94,90.1685814681
1635458400000,2021-10-28 22:00:00,60540.29,84.4294966253
1635462000000,2021-10-28 23:00:00,60602.63,138.0395802183
1635465600000,2021-10-29 00:00:00,61374.64,124.2416774407
1635469200000,2021-10-29 01:00:00,61418.89,150.2425119324
1635472800000,2021-10-29 02:00:00,61610.88,79.3515925569
1635476400000,2021-10-29 03:00:00,61706.36,25.055983564
1635480000000,2021-10-29 04:00:00,61561.82,14.3665084622
1635483600000,2021-10-29 05:00:00,60990.72,53.6571187661
1635487200000,2021-10-29 06:00:00,61410.68,24.7798130396
1635490800000,2021-10-29 07:00:00,60563.4,79.3115251401
1635494400000,2021-10-29 08:00:00,60932.17,37.8356252172
1635498000000,2021-10-29 09:00:00,60864.4,61.1828742319
1635501600000,2021-10-29 10:00:00,61047.9,16.0977518208
1635505200000,2021-10-29 11:00:00,60966.82,21.9687144052
1635508800000,2021-10-29 12:00:00,60982.98,50.4653809566
1635512400000,2021-10-29 13:00:00,61330.11,51.4230352505
1635516000000,2021-10-29 14:00:00,61255.89,390.6665890687
1635519600000,2021-10-29 15:00:00,62312.83,224.3548649572
1635523200000,2021-10-29 16:00:00,62598.28,158.7340099735
1635526800000,2021-10-29 17:00:00,62398.06,132.0752227274
1635530400000,2021-10-29 18:00:00,62070.24,72.1509718529
1635534000000,2021-10-29 19:00:00,62573.1,118.3877913499
1635537600000,2021-10-29 20:00:00,62392.38,62.2022609551
1635541200000,2021-10-29 21:00:00,62373.39,22.3788578934
1635544800000,2021-10-29 22:00:00,62317.81,24.9046757405
1635548400000,2021-10-29 23:00:00,62292.8,19.3165189247
1635552000000,2021-10-30 00:00:00,61932.94,27.6259173051
1635555600000,2021-10-30 01:00:00,62044.6,24.7514397544
1635559200000,2021-10-30 02:00:00,61896.59,25.1700365115
1635562800000,2021-10-30 03:00:00,61669.43,23.3216677092
1635566400000,2021-10-30 04:00:00,61489.89,51.0286833141
1635570000000,2021-10-30 05:00:00,61586.23,40.9430756816
1635573600000,2021-10-30 06:00:00,61796.96,13.9226291371
1635577200000,2021-10-30 07:00:00,61587.81,41.1594882288
1635580800000,2021-10-30 08:00:00,61324.85,14.4170952051
1635584400000,2021-10-30 09:00:00,61437.56,12.4602978323
1635588000000,2021-10-30 10:00:00,61803.63,14.729705428
1635591600000,2021-10-30 11:00:00,61612.62,13.3006170855
1635595200000,2021-10-30 12:00:00,61658.08,48.1420631635
1635598800000,2021-10-30 13:00:00,61596,44.8168609579
1635602400000,2021-10-30 14:00:00,61195.55,138.0744435754
1635606000000,2021-10-30 15:00:00,61392.7,70.7126593391
1635609600000,2021-10-30 16:00:00,61287.31,29.9534070811
1635613200000,2021-10-30 17:00:00,61439.54,46.6389771788
1635616800000,2021-10-30 18:00:00,61588.27,27.4114349668
1635620400000,2021-10-30 19:00:00,61753.71,28.1254489042
1635624000000,2021-10-30 20:00:00,61699.03,30.1018008858
