Timestamp,Open,High,Low,Close,Volume,Close_time,Quote_av,Trades,Tb_base_av,Tb_quote_av,Ignore
2021-11-29 01:00:00,57765.73,58242.09,57501.99,57639.76,2729.83473,1638151199999,157733986.705715,80510,1411.72786,81579162.205944,0
2021-11-29 02:00:00,57643.14,57715.42,57269.72,57309.25,1769.14605,1638154799999,101764637.803375,60233,832.80233,47904900.9994983,0
2021-11-29 03:00:00,57309.26,57426.95,57176,57359.02,1648.17893,1638158399999,94468428.8528072,50675,856.76286,49106122.9025751,0
2021-11-29 04:00:00,57359.02,57642.93,57232,57249.58,1358.97577,1638161999999,78030794.9126273,40955,668.78889,38405512.2125893,0
2021-11-29 05:00:00,57249.58,57384.99,57200,57325.75,801.75118,1638165599999,45923126.5246301,36158,389.36542,22302271.8431251,0
2021-11-29 06:00:00,57325.76,57500.63,57309.65,57426.91,1002.852,1638169199999,57574342.9771325,40984,516.66817,29661806.3829371,0
2021-11-29 07:00:00,57426.92,57688,57390,57515.13,1047.26743,1638172799999,60268727.5496619,45437,565.01608,32517688.6679162,0
2021-11-29 08:00:00,57512.17,57642.85,57167.14,57250.09,1016.75223,1638176399999,58311432.187274,42445,471.05412,27019265.1227203,0
2021-11-29 09:00:00,57250.09,57400,56666.67,56871.48,1680.13956,1638179999999,95816149.3578056,60148,756.20705,43113091.8614875,0
2021-11-29 10:00:00,56871.48,57387.87,56800,57170.5,1569.1619,1638183599999,89543065.4650964,52226,861.68589,49167809.8481938,0
2021-11-29 11:00:00,57170.49,57300,56861.82,56883.29,1116.22353,1638187199999,63723134.4785412,41768,473.42771,27030161.7844235,0
2021-11-29 12:00:00,56883.29,57100,56850,56900.01,1089.55474,1638190799999,62065821.3181279,36638,509.81798,29041282.7576513,0
2021-11-29 13:00:00,56900.01,57500,56860,57293.88,2107.54097,1638194399999,120579822.021612,66749,1073.97416,61464457.7636258,0
2021-11-29 14:00:00,57293.87,57430,56931.92,57031.09,1233.61584,1638197999999,70488620.8253636,47980,556.08594,31786918.9481936,0
2021-11-29 15:00:00,57031.09,57140,56799.21,57125.93,1264.98031,1638201599999,72046187.4791597,46701,607.97481,34635351.6948859,0
2021-11-29 16:00:00,57125.93,57492.32,57000.01,57467.8,1508.57424,1638205199999,86317654.1554856,52635,793.65382,45415809.7102761,0
2021-11-29 17:00:00,57467.79,58776.98,57407.26,58621.72,5092.74673,1638208799999,296936798.764906,133408,2170.24215,126507910.06082,0
2021-11-29 18:00:00,58621.73,58865.97,58479.79,58633.12,1676.96101,1638212399999,98345873.7980836,58002,901.86967,52899355.5445278,0
2021-11-29 19:00:00,58633.12,58654.55,57777.14,57880.67,2189.10131,1638215999999,127392422.763658,67616,1028.02889,59801237.7305489,0
2021-11-29 20:00:00,57880.67,58249.99,57703.57,58038.63,1210.67577,1638219599999,70219973.0643989,43703,615.0662,35672221.2866715,0
2021-11-29 21:00:00,58034.21,58400,57987.82,58247.18,1430.54047,1638223199999,83292619.7166617,46921,618.01561,35984089.1169795,0
2021-11-29 22:00:00,58247.17,58353.01,58020.25,58048.28,1303.51091,1638226799999,75860631.8871301,62571,638.43524,37152628.3592011,0
2021-11-29 23:00:00,58048.27,58099.64,57667,57776.25,1203.66,1638230399999,69690765.8935351,42407,624.37279,36148273.2417641,0
2021-11-30 00:00:00,57776.25,57964.18,57515.38,57707.38,1404.65505,1638233999999,81068795.445012,51512,708.93079,40916302.5479099,0
2021-11-30 01:00:00,57707.38,57775.7,57036.54,57260.06,2307.00578,1638237599999,132259997.603918,66416,1104.05329,63289953.6421783,0
2021-11-30 02:00:00,57260.05,57512.41,57215.13,57357.85,1058.06476,1638241199999,60705427.3658702,35866,477.86472,27418461.9122507,0
2021-11-30 03:00:00,57357.86,57414.11,56770.01,57092.92,1577.44633,1638244799999,90033474.8687964,54487,734.97145,41953924.4836765,0
2021-11-30 04:00:00,57092.91,57277.33,56983.97,57205,928.50736,1638248399999,53049715.1454172,37265,450.93599,25765119.8185087,0
2021-11-30 05:00:00,57205,57282.11,56280.37,56286.07,1646.18148,1638251999999,93417224.7041765,59247,736.39683,41802483.0640027,0
2021-11-30 06:00:00,56297.88,56561.36,55875.55,56534.19,2129.37603,1638255599999,119718235.038102,68054,1023.25987,57535298.379803,0
2021-11-30 07:00:00,56534.2,56767.78,56212.12,56510.08,1453.39744,1638259199999,82142833.9041116,51304,593.84362,33565878.3713072,0
2021-11-30 08:00:00,56510.08,57386.58,56236.54,56762,2150.46777,1638262799999,122053174.769494,67634,1027.60089,58352681.1608488,0
2021-11-30 09:00:00,56762,57001.77,56260,56729.15,1429.42164,1638266399999,80946906.9790554,56167,635.69733,36010779.9889212,0
2021-11-30 10:00:00,56729.15,57224.13,56561.44,57141.94,1468.39214,1638269999999,83543218.5320991,47019,754.53313,42932505.7249308,0
2021-11-30 11:00:00,57141.94,57713.91,56904.61,57602.45,2371.43591,1638273599999,136087051.839106,74425,1103.04399,63292145.0900588,0
2021-11-30 12:00:00,57602.45,58314.2,57596.74,57819.22,2886.71124,1638277199999,167455958.253523,90365,1531.54671,88834928.231206,0
2021-11-30 13:00:00,57819.22,58349.87,57613.79,58316.91,2358.88823,1638280799999,136985876.409339,71767,1232.70319,71590078.5578421,0
2021-11-30 14:00:00,58316.91,58545.41,58039.61,58397.74,2915.21447,1638284399999,169917266.854328,79548,1443.4083,84152424.8349107,0
2021-11-30 15:00:00,58397.74,59176.99,57102.05,57238.84,5729.92201,1638287999999,335297928.620332,170372,2933.30319,171759168.722976,0
2021-11-30 16:00:00,57233.8,57749.99,56506.72,56777.38,5851.47177,1638291599999,334177328.855293,151392,2715.50556,155127683.609571,0
2021-11-30 17:00:00,56777.38,57598.22,56500,57370.94,1892.02116,1638295199999,107875867.573479,67534,948.83598,54106477.9475528,0
2021-11-30 18:00:00,57370.95,58380.41,57197.06,58319.92,1763.41739,1638298799999,101792086.177057,65751,920.77731,53146722.2907107,0
2021-11-30 19:00:00,58319.92,58334,57381.62,57629.99,1454.49978,1638302399999,84053246.1206843,55562,685.316,39591295.8652879,0
2021-11-30 20:00:00,57629.99,57754.63,57193.17,57400.41,1104.11329,1638305999999,63429680.3062542,44314,498.46546,28639099.9824303,0
2021-11-30 21:00:00,57400.41,57786.08,56850,57097.79,1452.77571,1638309599999,83171410.8927589,47424,715.08115,40953426.6830944,0
2021-11-30 22:00:00,57097.8,57534.54,57000.78,57267.91,723.32185,1638313199999,41431240.2891742,34411,369.45531,21164547.8860684,0
2021-11-30 23:00:00,57267.9,57424.23,56762.39,56950.56,1104.34335,1638316799999,63030126.4745234,39636,522.27281,29819033.4595811,0
2021-12-01 00:00:00,56950.56,57686.12,56630,57577.07,1693.73069,1638320399999,97020123.3622997,55827,888.92002,50916209.6176384,0
2021-12-01 01:00:00,57577.07,57577.08,56920,56994.58,1421.09313,1638323999999,81238888.3800842,42248,663.40719,37924732.8861664,0
2021-12-01 02:00:00,56990.52,57362.68,56800,57261.52,1374.00141,1638327599999,78353882.3464764,44466,652.58322,37210499.646606,0
2021-12-01 03:00:00,57261.51,57390,57001,57362.01,1450.97727,1638331199999,82996628.8118849,47331,756.09762,43254443.2784076,0
2021-12-01 04:00:00,57362.04,57415.16,56977.59,57054.36,1196.44262,1638334799999,68403909.8894572,42398,537.68725,30748992.3518771,0
2021-12-01 05:00:00,57054.35,57130.76,56725,56782.01,1092.52965,1638338399999,62160376.0390214,45410,496.65498,28259316.2962422,0
2021-12-01 06:00:00,56782,57098.93,56666.66,56933.02,984.42796,1638341999999,56016291.3369232,41525,485.42385,27625175.1949991,0
2021-12-01 07:00:00,56933.02,57300,56819,57163.87,1602.92155,1638345599999,91540891.6424682,47601,866.32386,49470150.0659057,0
2021-12-01 08:00:00,57163.87,57850,56800,56901.64,2926.22235,1638349199999,167647317.532134,85999,1475.00124,84494740.9943764,0
2021-12-01 09:00:00,56907.34,57182.99,56717.22,57099.39,1670.94948,1638352799999,95195162.0803117,52464,842.66539,48004306.2245293,0
2021-12-01 10:00:00,57099.38,57176.52,56821.63,56963.48,1504.19776,1638356399999,85784100.3066521,49041,622.07473,35479560.7444721,0
2021-12-01 11:00:00,56963.49,57223.01,56758.87,57157.93,1693.80067,1638359999999,96425965.738121,56347,791.43482,45057778.9936305,0
2021-12-01 12:00:00,57160.66,57384.75,57000,57100.2,1270.35169,1638363599999,72640232.8831076,48691,642.7138,36753109.5000265,0
2021-12-01 13:00:00,57100.2,57925,57038.64,57646.5,2362.16573,1638367199999,135877897.486754,76958,1211.77124,69689528.4580646,0
2021-12-01 14:00:00,57646.49,58743.4,57639.62,58536.42,4327.73583,1638370799999,252243869.906064,113685,2100.87513,122420739.147972,0
2021-12-01 15:00:00,58536.41,58819.45,58275.03,58614.49,2819.95517,1638374399999,165086843.249795,81436,1360.2155,79628352.2534261,0
2021-12-01 16:00:00,58614.49,59053.55,58400,58430.46,2823.23899,1638377999999,165945276.933181,85130,1354.05798,79601798.7422115,0
2021-12-01 17:00:00,58430.45,58587.13,57958.02,57994.96,1727.5404,1638381599999,100780467.912567,65465,744.15151,43415942.7649948,0
2021-12-01 18:00:00,57994.97,58107,57400,57461.32,2227.49797,1638385199999,128586890.45468,74238,1041.14112,60113625.2826837,0
2021-12-01 19:00:00,57461.32,57693,57000.89,57427.9,2195.92568,1638388799999,125914104.139884,65700,1149.65911,65935492.8574015,0
2021-12-01 20:00:00,57427.91,57459.36,56618.72,56788.54,2491.72332,1638392399999,141985962.956587,71647,986.26573,56216842.348714,0
2021-12-01 21:00:00,56788.54,57030.14,56458.01,56987.82,2077.66375,1638395999999,117822020.868555,66395,894.62581,50741220.4474288,0
2021-12-01 22:00:00,56987.82,57140.06,56633.32,57057.38,1171.0012,1638399599999,66681458.1745252,47558,545.53659,31060716.6045509,0
2021-12-01 23:00:00,57057.39,57244.11,56977.7,57184.07,850.54229,1638403199999,48580151.6442084,34741,392.00694,22391130.2065271,0
2021-12-02 00:00:00,57184.07,57195.67,56686,57009.29,1637.92321,1638406799999,93303399.9948377,51068,804.50687,45829980.1116995,0
2021-12-02 01:00:00,57009.3,57375.47,56780,57201.41,1307.32909,1638410399999,74650414.9205285,44675,654.4192,37369797.2907034,0
2021-12-02 02:00:00,57201.4,57221.73,56821.65,56950.36,1361.92224,1638413999999,77611593.2201918,43928,640.38017,36492518.0173769,0
2021-12-02 03:00:00,56954.34,56954.34,55777.77,56300.12,4289.531,1638417599999,241058987.021167,111302,1881.90168,105747957.165929,0
2021-12-02 04:00:00,56300.12,56666,56219.58,56475.01,1376.15536,1638421199999,77728279.7328625,45420,643.12815,36324034.6126557,0
2021-12-02 05:00:00,56475,56976.25,56465.08,56907.99,1483.14396,1638424799999,84248507.0961622,45871,760.17518,43181004.4768777,0
2021-12-02 06:00:00,56907.99,56908,56341.3,56653.05,1376.65045,1638428399999,77927894.4984643,43554,670.83868,37967698.2426823,0
2021-12-02 07:00:00,56653.05,56961.43,56592.34,56810.43,1021.63219,1638431999999,58024294.9001387,37003,554.61994,31499239.7774156,0
2021-12-02 08:00:00,56810.42,57175.65,56738.92,56944.94,1422.86646,1638435599999,81043080.0069031,47537,748.57447,42636961.8407896,0
2021-12-02 09:00:00,56944.93,57088.3,56567.97,56683.64,1432.37223,1638439199999,81332451.7962087,43831,741.79416,42116174.8006999,0
2021-12-02 10:00:00,56683.64,56788,56420.83,56553.26,940.37011,1638442799999,53202395.9258574,38407,460.41775,26048141.9407351,0
2021-12-02 11:00:00,56547.88,56638.07,56038.15,56314.2,1961.97943,1638446399999,110510810.586883,59810,1008.46682,56816037.4295578,0
2021-12-02 12:00:00,56309.51,56590.02,56012.82,56521.12,1431.97974,1638449999999,80632509.4691186,51797,711.69277,40072058.7606839,0
2021-12-02 13:00:00,56521.13,56629.04,56062,56450.65,1485.36138,1638453599999,83682010.4745961,61282,730.30491,41144988.653885,0
2021-12-02 14:00:00,56450.66,57188.32,56306,57097.76,2053.82858,1638457199999,116599667.9563,69104,1044.46758,59301515.8719327,0
2021-12-02 15:00:00,57097.77,57367.67,56105.59,56520.81,2509.35757,1638460799999,142194042.268759,87317,1168.42798,66206452.6644612,0
2021-12-02 16:00:00,56516.95,56719.02,56001,56329,2264.38213,1638464399999,127516675.534853,80675,1149.97925,64784667.6097571,0
2021-12-02 17:00:00,56329,56668,56265,56576.78,1470.92783,1638467999999,83106224.9856532,67424,749.01957,42318270.842252,0
2021-12-02 18:00:00,56576.77,56737.99,56133.07,56719.45,1309.16626,1638471599999,73871838.6196579,57368,621.86434,35089601.7811932,0
2021-12-02 19:00:00,56719.46,56945.52,56501.41,56616.28,1369.1762,1638475199999,77696741.9936056,53453,647.56295,36746345.506997,0
2021-12-02 20:00:00,56616.27,57221,56540,57028.13,1528.94011,1638478799999,87065624.2721372,52235,731.77192,41672049.0292286,0
2021-12-02 21:00:00,57028.12,57034.2,56772.16,56858.71,811.28852,1638482399999,46155891.4918764,35135,408.20755,23222815.3982663,0
